LAST,FIRST,STATE,PHONE,ID,EMAIL,GRADYEAR,YRSSINCEGRAD,GPA,PROGRAM,STUDIEDABROAD,STUDIEDIN,NEWSLETTER
Mcdaniel,Gretta,Georgia,(478) 555-2752,739140,gmcdaniel2@alumni.rouxacademy.com,2009,3,3.29,Fine Art and Visual Culture,NO,n/a,YES
Santiago,Alexander,Georgia,(478) 555-4408,919022,asantiago2@alumni.rouxacademy.com,2009,3,2.52,Animation,NO,n/a,NO
Perkins,Eric,New York,(646) 555-3577,347957,eperkins@alumni.rouxacademy.com,2007,5,3.61,Fashion and Textile Design,NO,n/a,NO
Alvarez,Teresita,Florida,(727) 555-0487,778578,talvarez2@alumni.rouxacademy.com,2005,7,3.2,Fine Art and Visual Culture,NO,n/a,NO
Leonard,Gordon,Louisiana,(318) 555-8378,696815,gleonard@alumni.rouxacademy.com,2005,7,3.63,Graphic Design,NO,n/a,YES
Finley,Rosaria,New York,(917) 555-6693,158559,rfinley@alumni.rouxacademy.com,2007,5,3.34,Graphic Design,NO,n/a,YES
Merrill,Barabara,Michigan,(231) 555-1282,875149,bmerrill@alumni.rouxacademy.com,2006,6,2.18,Animation,NO,n/a,NO
Oconnor,Mikaela,North Carolina,(980) 555-4686,229587,moconnor2@alumni.rouxacademy.com,2005,7,3.22,Photography,NO,n/a,YES
Sweeney,Gerda,Massachusetts,(351) 555-5691,115994,gsweeney@alumni.rouxacademy.com,2007,5,2.63,Animation,YES,Thailand,YES
Saunders,Carmelita,Texas,(682) 555-7690,659136,csaunders@alumni.rouxacademy.com,2005,7,2.25,Fine Art and Visual Culture,NO,n/a,YES
Mccoy,Merideth,Michigan,(810) 555-5835,919041,mmccoy@alumni.rouxacademy.com,2004,8,3.57,Graphic Design,NO,n/a,YES
Gill,Sunshine,West Virginia,(304) 555-4085,556711,sgill@alumni.rouxacademy.com,2001,11,3.73,Fine Art and Visual Culture,NO,n/a,NO
Yates,Gianna,Iowa,(641) 555-4274,984591,gyates@alumni.rouxacademy.com,2011,1,2.11,Fine Art and Visual Culture,NO,n/a,NO
Dodson,Ashanti,Louisiana,(225) 555-1601,336505,adodson@alumni.rouxacademy.com,2010,2,3.97,Fashion and Textile Design,YES,India,YES
Clemons,Rueben,New York,(631) 555-5281,369286,rclemons2@alumni.rouxacademy.com,2007,5,2.12,Fashion and Textile Design,NO,n/a,YES
Burton,Ariel,Pennsylvania,(724) 555-3351,125199,aburton@alumni.rouxacademy.com,2010,2,2.93,Animation,YES,Canada,NO
Trevino,Tammy,California,(510) 555-1030,318860,ttrevino@alumni.rouxacademy.com,2003,9,2.12,Graphic Design,NO,n/a,NO
Ewing,Floretta,Georgia,(404) 555-8942,217219,fewing@alumni.rouxacademy.com,2001,11,3.33,Graphic Design,NO,n/a,YES
Herring,Jazmine,California,(209) 555-3818,638606,jherring@alumni.rouxacademy.com,2000,12,3.77,Graphic Design,NO,n/a,YES
Mcfarland,Laci,Michigan,(313) 555-4313,8075,lmcfarland@alumni.rouxacademy.com,2005,7,3.6,Fashion and Textile Design,NO,n/a,YES
Luna,Thea,California,(949) 555-3751,895266,tluna@alumni.rouxacademy.com,2006,6,2.45,Graphic Design,NO,n/a,YES
Kaufman,Deedra,New Jersey,(862) 555-0406,65241,dkaufman2@alumni.rouxacademy.com,2005,7,3.53,Graphic Design,NO,n/a,NO
Mitchell,Jodie,West Virginia,(304) 555-7340,988229,jmitchell@alumni.rouxacademy.com,2000,12,2.99,Fashion and Textile Design,NO,n/a,YES
Atkins,Renato,Ohio,(513) 555-4044,866016,ratkins2@alumni.rouxacademy.com,2005,7,2.01,Animation,NO,n/a,NO
Gregory,Tommy,North Carolina,(704) 555-7976,415862,tgregory@alumni.rouxacademy.com,2007,5,3.74,Fine Art and Visual Culture,NO,n/a,NO
Wooten,Natacha,Nebraska,(531) 555-5109,8200,nwooten@alumni.rouxacademy.com,2006,6,2.4,Graphic Design,YES,Brazil,YES
Stanley,Raphael,Wisconsin,(534) 555-9150,184921,rstanley@alumni.rouxacademy.com,2011,1,2.68,Fine Art and Visual Culture,NO,n/a,YES
Carter,Monet,Texas,(830) 555-9546,635126,mcarter2@alumni.rouxacademy.com,2006,6,3.87,Graphic Design,NO,n/a,YES
Tran,Laurene,Texas,(956) 555-8038,307915,ltran@alumni.rouxacademy.com,2001,11,2.3,Fine Art and Visual Culture,NO,n/a,NO
Glover,Colleen,Texas,(940) 555-7814,448356,cglover@alumni.rouxacademy.com,2010,2,2.86,Animation,NO,n/a,NO
Beasley,Chau,New York,(315) 555-1098,588271,cbeasley@alumni.rouxacademy.com,2001,11,3.23,Animation,NO,n/a,NO
Burgess,Terina,Michigan,(231) 555-5212,37445,tburgess@alumni.rouxacademy.com,2009,3,2.85,Graphic Design,NO,n/a,YES
Woods,Hellen,Ohio,(330) 555-6640,86244,hwoods@alumni.rouxacademy.com,2002,10,2.9,Photography,YES,Greece,NO
Serrano,Anton,Texas,(210) 555-5734,743959,aserrano2@alumni.rouxacademy.com,2008,4,3.47,Fashion and Textile Design,NO,n/a,YES
Fulton,Jettie,Nevada,(702) 555-6642,709379,jfulton@alumni.rouxacademy.com,2003,9,2.96,Animation,NO,n/a,NO
Patel,Jama,Texas,(830) 555-1749,910991,jpatel@alumni.rouxacademy.com,2002,10,2.41,Animation,NO,n/a,NO
Randall,Audrey,New Jersey,(848) 555-8681,330508,arandall@alumni.rouxacademy.com,2009,3,2.46,Photography,NO,n/a,YES
Hines,Wendolyn,Texas,(361) 555-1204,172011,whines@alumni.rouxacademy.com,2005,7,2.58,Animation,NO,n/a,YES
Hyde,Paulette,New York,(845) 555-0244,639694,phyde@alumni.rouxacademy.com,2002,10,2.17,Graphic Design,NO,n/a,NO
Benton,Akiko,Texas,(940) 555-0591,280942,abenton@alumni.rouxacademy.com,2009,3,2.97,Graphic Design,NO,n/a,YES
Peters,Orville,New Mexico,(575) 555-5432,590167,opeters@alumni.rouxacademy.com,2001,11,3.85,Graphic Design,NO,n/a,NO
Cleveland,Danica,New Jersey,(551) 555-5975,991337,dcleveland@alumni.rouxacademy.com,2010,2,2.16,Animation,NO,n/a,NO
Lowery,Angelyn,Michigan,(616) 555-9077,907352,alowery@alumni.rouxacademy.com,2000,12,3.34,Animation,NO,n/a,NO
Mason,Kenna,Oregon,(541) 555-4670,979371,kmason@alumni.rouxacademy.com,2010,2,3.95,Fashion and Textile Design,NO,n/a,NO
Valdez,Brigette,Michigan,(313) 555-3098,936804,bvaldez2@alumni.rouxacademy.com,2006,6,3.62,Graphic Design,NO,n/a,NO
Head,Barabara,South Carolina,(864) 555-3637,621016,bhead@alumni.rouxacademy.com,2006,6,2.64,Photography,NO,n/a,NO
Mcguire,Elisabeth,Arizona,(602) 555-8062,729180,emcguire@alumni.rouxacademy.com,2002,10,2.27,Fashion and Textile Design,NO,n/a,YES
Stephens,Joesph,Colorado,(720) 555-4502,334279,jstephens@alumni.rouxacademy.com,2004,8,2.08,Fine Art and Visual Culture,YES,Greece,NO
Hampton,Gertrudis,Minnesota,(218) 555-2583,661345,ghampton@alumni.rouxacademy.com,2000,12,3.71,Photography,NO,n/a,NO
Goodman,Fabian,Maryland,(410) 555-2152,67154,fgoodman@alumni.rouxacademy.com,2006,6,2.98,Photography,NO,n/a,NO
Battle,Brinda,Pennsylvania,(484) 555-0215,384660,bbattle@alumni.rouxacademy.com,2006,6,3.39,Graphic Design,NO,n/a,YES
Carter,Clarine,Ohio,(614) 555-5426,675582,ccarter@alumni.rouxacademy.com,2007,5,2.97,Fashion and Textile Design,NO,n/a,YES
Romero,Fernando,Nebraska,(402) 555-8490,378858,fromero@alumni.rouxacademy.com,2000,12,3.7,Fine Art and Visual Culture,NO,n/a,NO
Holden,Bobette,Nevada,(775) 555-7471,370892,bholden@alumni.rouxacademy.com,2001,11,2.94,Fine Art and Visual Culture,NO,n/a,NO
Merrill,Svetlana,Illinois,(815) 555-8820,441515,smerrill2@alumni.rouxacademy.com,2004,8,2.45,Fashion and Textile Design,NO,n/a,NO
Meyer,Willene,Florida,(941) 555-9643,596194,wmeyer@alumni.rouxacademy.com,2008,4,2.23,Graphic Design,NO,n/a,NO
Mclean,Vasiliki,Wisconsin,(608) 555-0819,658777,vmclean@alumni.rouxacademy.com,2003,9,3.99,Animation,NO,n/a,YES
Sims,Coretta,Oklahoma,(539) 555-7442,783724,csims@alumni.rouxacademy.com,2004,8,3.86,Fine Art and Visual Culture,NO,n/a,YES
James,Cathie,Texas,(713) 555-4359,49470,cjames@alumni.rouxacademy.com,2004,8,2.7,Animation,NO,n/a,YES
Curtis,Kristie,California,(310) 555-5228,944846,kcurtis2@alumni.rouxacademy.com,2010,2,3.48,Fine Art and Visual Culture,NO,n/a,NO
Richard,Love,Missouri,(636) 555-9497,810330,lrichard@alumni.rouxacademy.com,2010,2,3.72,Fashion and Textile Design,NO,n/a,YES
Combs,Wilbert,California,(209) 555-6166,719614,wcombs@alumni.rouxacademy.com,2003,9,3.6,Graphic Design,NO,n/a,NO
Wallace,Victorina,Pennsylvania,(412) 555-5763,981794,vwallace@alumni.rouxacademy.com,2000,12,3.26,Fashion and Textile Design,NO,n/a,NO
Taylor,Kiersten,Missouri,(573) 555-0641,142083,ktaylor@alumni.rouxacademy.com,2000,12,3.75,Animation,YES,France,YES
Blackburn,Lanie,North Carolina,(704) 555-9430,517344,lblackburn@alumni.rouxacademy.com,2010,2,3.98,Animation,NO,n/a,NO
Colon,Bobbi,Rhode Island,(401) 555-4893,351149,bcolon@alumni.rouxacademy.com,2000,12,3.39,Fine Art and Visual Culture,NO,n/a,YES
Rowe,Madeline,Tennessee,(901) 555-1251,412960,mrowe@alumni.rouxacademy.com,2000,12,2.7,Photography,NO,n/a,NO
Cox,Alfredia,Hawaii,(808) 555-2307,23318,acox3@alumni.rouxacademy.com,2006,6,3.77,Fashion and Textile Design,NO,n/a,YES
Summers,Ines,Minnesota,(612) 555-4473,421988,isummers@alumni.rouxacademy.com,2008,4,2.94,Graphic Design,NO,n/a,YES
Keller,Shizue,Arkansas,(501) 555-6046,232155,skeller@alumni.rouxacademy.com,2008,4,2.08,Fine Art and Visual Culture,NO,n/a,NO
Chapman,Theron,Massachusetts,(978) 555-6238,146713,tchapman@alumni.rouxacademy.com,2004,8,2.26,Photography,NO,n/a,NO
Koch,Gertie,Florida,(941) 555-6009,915948,gkoch2@alumni.rouxacademy.com,2002,10,3.4,Photography,NO,n/a,YES
Bailey,Bruno,Virginia,(434) 555-1214,829726,bbailey@alumni.rouxacademy.com,2007,5,2.03,Fashion and Textile Design,NO,n/a,NO
Houston,Alexandra,Ohio,(567) 555-9018,481482,ahouston@alumni.rouxacademy.com,2011,1,2.86,Fine Art and Visual Culture,NO,n/a,NO
Holcomb,Jamila,Illinois,(815) 555-5216,341611,jholcomb3@alumni.rouxacademy.com,2008,4,3.98,Fashion and Textile Design,NO,n/a,YES
Benton,Misty,South Dakota,(605) 555-2041,380766,mbenton2@alumni.rouxacademy.com,2011,1,3.16,Fine Art and Visual Culture,NO,n/a,YES
Woodard,Gabriella,Washington,(253) 555-7668,774640,gwoodard@alumni.rouxacademy.com,2006,6,3.22,Fashion and Textile Design,YES,Finland,YES
Keith,Lyndia,California,(657) 555-8012,786592,lkeith2@alumni.rouxacademy.com,2010,2,3.63,Fine Art and Visual Culture,NO,n/a,YES
Valenzuela,Quentin,New York,(347) 555-2817,105532,qvalenzuela@alumni.rouxacademy.com,2008,4,3.87,Fashion and Textile Design,NO,n/a,NO
Hopkins,Apryl,Virginia,(571) 555-8522,772160,ahopkins3@alumni.rouxacademy.com,2004,8,3.66,Fine Art and Visual Culture,NO,n/a,YES
Holcomb,Renae,Nebraska,(402) 555-9830,596785,rholcomb@alumni.rouxacademy.com,2000,12,2.92,Animation,NO,n/a,YES
Elliott,Veronica,California,(805) 555-8872,505314,velliott@alumni.rouxacademy.com,2009,3,3.54,Animation,NO,n/a,NO
Shaffer,Annis,Washington,(253) 555-4523,794507,ashaffer@alumni.rouxacademy.com,2003,9,2.17,Photography,NO,n/a,YES
Chapman,Angelo,Oklahoma,(918) 555-5967,840647,achapman@alumni.rouxacademy.com,2008,4,3.76,Photography,NO,n/a,YES
Pacheco,Lucina,Florida,(941) 555-0575,537331,lpacheco2@alumni.rouxacademy.com,2004,8,2.84,Fashion and Textile Design,NO,n/a,YES
Owen,Rudolph,Michigan,(810) 555-0571,76163,rowen@alumni.rouxacademy.com,2009,3,3.49,Animation,NO,n/a,NO
Head,Ryann,New York,(845) 555-0998,686500,rhead2@alumni.rouxacademy.com,2003,9,2.43,Animation,YES,Russia,NO
Andrews,Usha,Kansas,(785) 555-7838,652376,uandrews@alumni.rouxacademy.com,2009,3,3.75,Photography,NO,n/a,NO
Bailey,Viva,North Carolina,(910) 555-8179,447828,vbailey@alumni.rouxacademy.com,2004,8,3.55,Fine Art and Visual Culture,NO,n/a,NO
Clay,Georgetta,Louisiana,(337) 555-2203,94856,gclay@alumni.rouxacademy.com,2006,6,2.97,Animation,NO,n/a,NO
Walker,Gaye,Indiana,(574) 555-7420,427116,gwalker@alumni.rouxacademy.com,2005,7,3.95,Graphic Design,NO,n/a,NO
Oliver,Shona,California,(657) 555-9544,809280,soliver@alumni.rouxacademy.com,2000,12,2.1,Photography,NO,n/a,YES
Hinton,Johnnie,Tennessee,(423) 555-8588,441104,jhinton2@alumni.rouxacademy.com,2007,5,2.29,Photography,YES,South Africa,NO
Carver,Bea,Texas,(430) 555-2651,805928,bcarver@alumni.rouxacademy.com,2005,7,2.71,Photography,NO,n/a,NO
Roman,Leopoldo,Colorado,(719) 555-4659,366431,lroman@alumni.rouxacademy.com,2002,10,3.74,Fashion and Textile Design,NO,n/a,YES
Ross,Willie,New York,(516) 555-6334,667952,wross2@alumni.rouxacademy.com,2005,7,2.26,Graphic Design,NO,n/a,NO
Riggs,Jeanelle,New York,(315) 555-8778,399416,jriggs@alumni.rouxacademy.com,2010,2,2.22,Graphic Design,NO,n/a,NO
Shepherd,Signe,Florida,(305) 555-0389,503268,sshepherd3@alumni.rouxacademy.com,2006,6,3.7,Graphic Design,YES,India,YES
Howe,Lindy,Iowa,(319) 555-8026,733904,lhowe2@alumni.rouxacademy.com,2009,3,2.67,Animation,NO,n/a,NO
Fields,Phillis,Ohio,(440) 555-1088,642574,pfields@alumni.rouxacademy.com,2000,12,3.55,Photography,NO,n/a,YES
Barry,Bronwyn,Illinois,(815) 555-4467,396925,bbarry@alumni.rouxacademy.com,2000,12,3.15,Fashion and Textile Design,NO,n/a,NO
Caldwell,Rutha,Rhode Island,(401) 555-8437,516255,rcaldwell@alumni.rouxacademy.com,2003,9,3.24,Graphic Design,NO,n/a,NO
Becker,Julius,Indiana,(812) 555-0034,535364,jbecker@alumni.rouxacademy.com,2002,10,3.99,Fine Art and Visual Culture,NO,n/a,NO
Whitehead,Charlena,Nebraska,(402) 555-3376,143455,cwhitehead@alumni.rouxacademy.com,2002,10,3.6,Graphic Design,NO,n/a,YES
Ramsey,Oren,North Carolina,(704) 555-4898,752151,oramsey@alumni.rouxacademy.com,2008,4,3.98,Fashion and Textile Design,NO,n/a,YES
Wooten,Piper,Louisiana,(225) 555-8914,939299,pwooten@alumni.rouxacademy.com,2005,7,2.09,Graphic Design,NO,n/a,YES
Britt,Shavonda,Texas,(817) 555-8144,965159,sbritt@alumni.rouxacademy.com,2003,9,3.36,Animation,NO,n/a,YES
Mack,Ericka,Ohio,(330) 555-3397,326927,emack@alumni.rouxacademy.com,2007,5,3.46,Fashion and Textile Design,NO,n/a,NO
Fuller,Alana,Connecticut,(475) 555-2355,519104,afuller@alumni.rouxacademy.com,2011,1,2.53,Photography,NO,n/a,YES
Martin,Janetta,Washington D.C.,(202) 555-6513,560450,jmartin2@alumni.rouxacademy.com,2011,1,3.93,Fashion and Textile Design,NO,n/a,YES
Tate,Hiroko,Michigan,(231) 555-3938,739171,htate@alumni.rouxacademy.com,2010,2,3.44,Fashion and Textile Design,NO,n/a,NO
Buchanan,Scot,Alaska,(907) 555-0622,445040,sbuchanan@alumni.rouxacademy.com,2010,2,2.03,Animation,NO,n/a,NO
Mathews,Marlene,California,(949) 555-3361,440726,mmathews@alumni.rouxacademy.com,2000,12,3.18,Graphic Design,NO,n/a,NO
Russo,Kellie,Texas,(972) 555-6808,422751,krusso@alumni.rouxacademy.com,2000,12,3.16,Graphic Design,NO,n/a,YES
Reese,Nelia,Michigan,(947) 555-3445,205409,nreese@alumni.rouxacademy.com,2003,9,3.98,Animation,NO,n/a,NO
Hays,Emery,Indiana,(219) 555-2539,824420,ehays@alumni.rouxacademy.com,2003,9,3,Graphic Design,NO,n/a,YES
Richards,Cherelle,Minnesota,(763) 555-7656,634806,crichards@alumni.rouxacademy.com,2005,7,3.32,Graphic Design,NO,n/a,YES
Walker,Cecilia,Texas,(956) 555-9815,181698,cwalker@alumni.rouxacademy.com,2002,10,2.6,Animation,NO,n/a,YES
Golden,Buddy,Nebraska,(531) 555-7721,75322,bgolden@alumni.rouxacademy.com,2003,9,2.94,Fine Art and Visual Culture,NO,n/a,YES
Whitehead,Georgeanna,Massachusetts,(978) 555-4860,299181,gwhitehead@alumni.rouxacademy.com,2000,12,3.22,Animation,NO,n/a,NO
Nichols,Raisa,Virginia,(757) 555-5788,313607,rnichols2@alumni.rouxacademy.com,2002,10,2.66,Fashion and Textile Design,NO,n/a,YES
Carroll,Man,Kansas,(913) 555-0102,618886,mcarroll@alumni.rouxacademy.com,2002,10,3.89,Graphic Design,NO,n/a,YES
Gibbs,Bebe,Missouri,(660) 555-2330,192324,bgibbs2@alumni.rouxacademy.com,2002,10,3.75,Photography,NO,n/a,YES
Roberson,Akilah,New Jersey,(848) 555-5769,653788,aroberson@alumni.rouxacademy.com,2008,4,2.25,Animation,NO,n/a,YES
Olson,Aurea,Virginia,(276) 555-2132,960725,aolson@alumni.rouxacademy.com,2010,2,3.77,Animation,NO,n/a,NO
Huber,Caroyln,Pennsylvania,(717) 555-5098,729141,chuber2@alumni.rouxacademy.com,2001,11,3.4,Animation,NO,n/a,YES
Walls,Morris,Vermont,(802) 555-8604,138218,mwalls2@alumni.rouxacademy.com,2004,8,3.74,Photography,NO,n/a,YES
Daniels,Shena,Texas,(713) 555-7569,535697,sdaniels@alumni.rouxacademy.com,2009,3,3.84,Fashion and Textile Design,YES,Lebanon,YES
Hines,Lara,Iowa,(641) 555-7086,816160,lhines@alumni.rouxacademy.com,2008,4,3.09,Animation,NO,n/a,YES
Barnes,Chieko,Tennessee,(731) 555-1896,215230,cbarnes2@alumni.rouxacademy.com,2007,5,3.09,Fashion and Textile Design,NO,n/a,NO
Richards,Winter,North Carolina,(252) 555-8097,865463,wrichards@alumni.rouxacademy.com,2010,2,3.69,Fine Art and Visual Culture,NO,n/a,YES
Farmer,Pok,Arizona,(520) 555-9614,730101,pfarmer@alumni.rouxacademy.com,2000,12,2.86,Fashion and Textile Design,NO,n/a,NO
Haynes,Eladia,Oklahoma,(580) 555-5397,770086,ehaynes@alumni.rouxacademy.com,2000,12,3.8,Graphic Design,NO,n/a,NO
Sears,Wes,Kansas,(913) 555-3634,333342,wsears@alumni.rouxacademy.com,2008,4,3.66,Animation,NO,n/a,YES
Lindsey,Cole,Oklahoma,(405) 555-4889,718930,clindsey2@alumni.rouxacademy.com,2005,7,3.67,Fine Art and Visual Culture,NO,n/a,NO
Dennis,Paul,North Carolina,(919) 555-7103,705738,pdennis@alumni.rouxacademy.com,2009,3,2.99,Photography,NO,n/a,NO
Townsend,September,Iowa,(319) 555-6215,285256,stownsend2@alumni.rouxacademy.com,2001,11,3.04,Fashion and Textile Design,NO,n/a,YES
Koch,Kenneth,Florida,(407) 555-9851,333132,kkoch@alumni.rouxacademy.com,2010,2,3.44,Photography,NO,n/a,NO
Matthews,Filiberto,Oklahoma,(539) 555-0320,656570,fmatthews2@alumni.rouxacademy.com,2006,6,2.96,Fine Art and Visual Culture,NO,n/a,NO
Mcmahon,Katerine,Ohio,(330) 555-9000,63918,kmcmahon@alumni.rouxacademy.com,2007,5,2.63,Photography,NO,n/a,NO
Mcintyre,Jamel,North Carolina,(910) 555-2522,595740,jmcintyre2@alumni.rouxacademy.com,2000,12,3.72,Animation,NO,n/a,YES
Hendricks,Kellie,Arizona,(520) 555-6698,210354,khendricks@alumni.rouxacademy.com,2001,11,3.11,Fine Art and Visual Culture,NO,n/a,YES
Washington,Gayle,Minnesota,(507) 555-5221,50177,gwashington2@alumni.rouxacademy.com,2006,6,2.99,Fine Art and Visual Culture,NO,n/a,YES
Rios,Odette,Kentucky,(502) 555-1634,255575,orios@alumni.rouxacademy.com,2001,11,3.03,Animation,NO,n/a,NO
Cantu,Roseanne,Georgia,(404) 555-6053,60455,rcantu@alumni.rouxacademy.com,2009,3,3.59,Graphic Design,NO,n/a,NO
Daniel,Darcy,New York,(917) 555-7041,47984,ddaniel2@alumni.rouxacademy.com,2000,12,3.66,Fine Art and Visual Culture,NO,n/a,YES
Nielsen,Brook,Texas,(972) 555-1505,937822,bnielsen@alumni.rouxacademy.com,2007,5,3.21,Animation,YES,India,NO
Head,Magda,Maryland,(443) 555-3687,990318,mhead2@alumni.rouxacademy.com,2008,4,3.43,Fine Art and Visual Culture,YES,Canada,YES
Martinez,Elvie,Nevada,(775) 555-1974,627932,emartinez@alumni.rouxacademy.com,2004,8,2.08,Photography,NO,n/a,NO
Dean,Rashad,Rhode Island,(401) 555-8408,790122,rdean@alumni.rouxacademy.com,2003,9,3.24,Animation,NO,n/a,YES
Abbott,Ta,Florida,(954) 555-6069,101506,tabbott@alumni.rouxacademy.com,2001,11,3.12,Fine Art and Visual Culture,NO,n/a,YES
Padilla,Maia,Illinois,(847) 555-4551,112204,mpadilla2@alumni.rouxacademy.com,2005,7,2.02,Fine Art and Visual Culture,NO,n/a,YES
Bridges,Milissa,New York,(716) 555-0822,173244,mbridges@alumni.rouxacademy.com,2006,6,2.2,Graphic Design,NO,n/a,YES
Greene,Desiree,Texas,(432) 555-6463,621919,dgreene3@alumni.rouxacademy.com,2010,2,3.04,Photography,NO,n/a,NO
Hickman,Collene,Texas,(832) 555-1056,331594,chickman@alumni.rouxacademy.com,2002,10,3.88,Fashion and Textile Design,NO,n/a,NO
Mcdonald,Oscar,New York,(631) 555-5055,983447,omcdonald@alumni.rouxacademy.com,2001,11,2.29,Fashion and Textile Design,NO,n/a,YES
Eaton,Michele,Virginia,(571) 555-3025,153658,meaton@alumni.rouxacademy.com,2011,1,2.18,Fashion and Textile Design,YES,Finland,YES
Gonzalez,Janeen,Oklahoma,(539) 555-6088,555686,jgonzalez@alumni.rouxacademy.com,2007,5,3.81,Photography,NO,n/a,NO
Tucker,Gwendolyn,Texas,(281) 555-1463,977799,gtucker2@alumni.rouxacademy.com,2011,1,3.6,Fine Art and Visual Culture,NO,n/a,YES
Mcgowan,Ivory,Pennsylvania,(484) 555-5094,175062,imcgowan@alumni.rouxacademy.com,2011,1,2.8,Fashion and Textile Design,NO,n/a,NO
Tran,Lisa,Massachusetts,(774) 555-6907,85150,ltran2@alumni.rouxacademy.com,2007,5,3.49,Animation,YES,Germany,YES
Sharpe,Marjory,Arkansas,(479) 555-0681,191779,msharpe@alumni.rouxacademy.com,2009,3,2.75,Animation,NO,n/a,NO
Grimes,Gemma,Rhode Island,(401) 555-5378,657390,ggrimes@alumni.rouxacademy.com,2003,9,3.92,Fine Art and Visual Culture,YES,Turkey,YES
Oliver,Sherrell,California,(949) 555-8384,528087,soliver2@alumni.rouxacademy.com,2005,7,3.46,Photography,NO,n/a,NO
Emerson,Mitsuko,Indiana,(812) 555-0696,140037,memerson@alumni.rouxacademy.com,2003,9,2.02,Graphic Design,NO,n/a,NO
Rivera,Jonnie,Florida,(386) 555-7088,3749,jrivera@alumni.rouxacademy.com,2009,3,3.92,Graphic Design,NO,n/a,YES
Macias,Elfrieda,South Carolina,(864) 555-4799,612249,emacias@alumni.rouxacademy.com,2006,6,2.08,Fine Art and Visual Culture,NO,n/a,NO
Shaw,Felice,Florida,(321) 555-7382,627504,fshaw@alumni.rouxacademy.com,2010,2,2.92,Graphic Design,NO,n/a,YES
Petty,Eleonor,Connecticut,(860) 555-7860,101600,epetty@alumni.rouxacademy.com,2006,6,3.88,Animation,NO,n/a,YES
Rogers,Loyd,Ohio,(937) 555-7423,791190,lrogers@alumni.rouxacademy.com,2001,11,3.51,Fine Art and Visual Culture,NO,n/a,YES
Sparks,Monroe,Utah,(801) 555-8550,877706,msparks@alumni.rouxacademy.com,2010,2,3.89,Fashion and Textile Design,NO,n/a,NO
Reyes,Mistie,Illinois,(815) 555-0885,593206,mreyes2@alumni.rouxacademy.com,2000,12,2.79,Fashion and Textile Design,YES,China,YES
Jenkins,Ngan,California,(323) 555-6504,562863,njenkins@alumni.rouxacademy.com,2010,2,3.6,Graphic Design,NO,n/a,NO
Dale,Lester,Tennessee,(615) 555-8218,369735,ldale@alumni.rouxacademy.com,2004,8,3.38,Animation,NO,n/a,NO
Rich,Jc,New Jersey,(732) 555-0569,280551,jrich@alumni.rouxacademy.com,2006,6,3.88,Animation,NO,n/a,YES
Henderson,Myrtice,Texas,(713) 555-3841,161587,mhenderson2@alumni.rouxacademy.com,2011,1,3.1,Photography,NO,n/a,NO
Ballard,Lakita,Florida,(386) 555-3275,839316,lballard@alumni.rouxacademy.com,2009,3,2.95,Fine Art and Visual Culture,NO,n/a,NO
Butler,Jeane,Minnesota,(320) 555-5761,149111,jbutler@alumni.rouxacademy.com,2001,11,3.2,Fine Art and Visual Culture,YES,France,NO
Donaldson,Adrien,Wisconsin,(414) 555-6158,75599,adonaldson2@alumni.rouxacademy.com,2006,6,3.04,Photography,NO,n/a,NO
Barker,Deloise,Virginia,(804) 555-2803,767079,dbarker@alumni.rouxacademy.com,2008,4,3.2,Photography,NO,n/a,YES
Salinas,Jacque,Utah,(801) 555-3062,643806,jsalinas@alumni.rouxacademy.com,2000,12,2.38,Animation,NO,n/a,NO
Barrett,Sidney,New Jersey,(848) 555-0710,12332,sbarrett@alumni.rouxacademy.com,2000,12,2.28,Animation,NO,n/a,NO
Tyler,Nanette,Ohio,(419) 555-2493,850885,ntyler@alumni.rouxacademy.com,2001,11,3.86,Animation,YES,Greece,YES
